"","team1","team2","homeWinPct","awayWinPct","homeDrawPct"
"449","Southampton","Bournemouth",0.666666666666667,0.333333333333333,0.333333333333333
"450","Southampton","Brighton",0,0,1
"451","Southampton","Huddersfield",0,0,1
"452","West Ham","Arsenal",0.0909090909090909,0.227272727272727,0.363636363636364
"453","West Ham","Aston Villa",0.3,0.15,0.5
"454","West Ham","Chelsea",0.363636363636364,0.181818181818182,0.136363636363636
"455","West Ham","Liverpool",0.363636363636364,0.0454545454545455,0.136363636363636
"456","West Ham","Man City",0.411764705882353,0.117647058823529,0.235294117647059
"457","West Ham","Newcastle",0.4,0.15,0.2
"458","West Ham","Oldham",1,1,0
"459","West Ham","Sheffield United",0.5,0,0.5
"460","West Ham","Southampton",0.6875,0.1875,0.0625
"461","West Ham","West Ham",NA,NA,NA
"462","West Ham","Norwich",0.4,0,0.6
"463","West Ham","Tottenham",0.454545454545455,0.181818181818182,0.136363636363636
"464","West Ham","Everton",0.227272727272727,0.136363636363636,0.318181818181818
"465","West Ham","Ipswich",0.5,0.25,0.25
"466","West Ham","Leeds",0.1,0.1,0.3
"467","West Ham","Wimbledon",0.428571428571429,0.428571428571429,0.142857142857143
"468","West Ham","Blackburn",0.714285714285714,0.214285714285714,0.214285714285714
"469","West Ham","Coventry",0.625,0.25,0.25
"470","West Ham","Man United",0.136363636363636,0.0909090909090909,0.454545454545455
"471","West Ham","QPR",0.4,0.2,0.4
"472","West Ham","Sheffield Weds",0.571428571428571,0.285714285714286,0.142857142857143
"473","West Ham","Swindon",0,0,1
"474","West Ham","Crystal Palace",0.428571428571429,0.428571428571429,0.285714285714286
"475","West Ham","Leicester",0.636363636363636,0.363636363636364,0.0909090909090909
"476","West Ham","Nottingham Forest",0.75,0.25,0
"477","West Ham","Bolton",0.4,0.1,0.2
"478","West Ham","Middlesbrough",0.727272727272727,0.181818181818182,0.181818181818182
"479","West Ham","Derby",0.571428571428571,0.428571428571429,0.428571428571429
"480","West Ham","Sunderland",0.666666666666667,0.2,0.2
"481","West Ham","Barnsley",1,1,0
"482","West Ham","Charlton",0.5,0,0.166666666666667
"483","West Ham","Watford",0.6,0.2,0
"484","West Ham","Brentford",0.5,1,0.5
"485","West Ham","Fulham",0.5,0.6,0.4
"486","West Ham","Birmingham",0.4,0.4,0.2
"487","West Ham","Middlesboro",1,0,0
"488","West Ham","West Brom",0.3,0.4,0.6
"489","West Ham","Portsmouth",0.2,0.2,0.2
"490","West Ham","Wolves",0.5,0.5,0
"491","West Ham","Wigan",0.571428571428571,0.428571428571429,0.142857142857143
"492","West Ham","Reading",0.333333333333333,0.333333333333333,0.333333333333333
